"Date","Criterion","Parameter 1","Parameter 2","Value"
"24.03.2015","countries","France","",2
"24.03.2015","countries","Japan","",1
"24.03.2015","countries","Sweden","",1
"24.03.2015","countries","Brazil","",1
"24.03.2015","countries","Czech Republic","",1
"24.03.2015","countries","India","",1
"24.03.2015","countries","Latvia","",1
"24.03.2015","sections","Discussion board","",40
"24.03.2015","sections","Videos","",4
"24.03.2015","sections","Photos","",11
"24.03.2015","activity","Wall posts","",9
"24.03.2015","activity","Photo comments","",33
"24.03.2015","activity","Discussion comments","",1
"24.03.2015","feedback","Like","",44
"24.03.2015","feedback","Share","",6
"24.03.2015","feedback","Comments","",76
"24.03.2015","members","New members","",20
"24.03.2015","members","Members lost","",27
"23.03.2015","views","","",915
"23.03.2015","visitors","","",437
"23.03.2015","gender","F","",81
"23.03.2015","gender","M","",267
"23.03.2015","age","1-18","",46
"23.03.2015","age","18-21","",53
"23.03.2015","age","21-24","",41
"23.03.2015","age","24-27","",46
"23.03.2015","age","27-30","",34
"23.03.2015","age","30-35","",45
"23.03.2015","age","35-45","",25
"23.03.2015","age","45+","",22
"23.03.2015","gender_age","F","1-18",12
"23.03.2015","gender_age","F","18-21",14
"23.03.2015","gender_age","F","21-24",14
"23.03.2015","gender_age","F","24-27",10
"23.03.2015","gender_age","F","27-30",3
"23.03.2015","gender_age","F","30-35",10
"23.03.2015","gender_age","F","35-45",1
"23.03.2015","gender_age","F","45+",5
"23.03.2015","gender_age","M","1-18",34
"23.03.2015","gender_age","M","18-21",39
"23.03.2015","gender_age","M","21-24",27
"23.03.2015","gender_age","M","24-27",36
"23.03.2015","gender_age","M","27-30",31
"23.03.2015","gender_age","M","30-35",35
"23.03.2015","gender_age","M","35-45",24
"23.03.2015","gender_age","M","45+",17
"23.03.2015","cities","Moscow","",36
"23.03.2015","cities","Saint Petersburg","",19
"23.03.2015","cities","Nizhny Novgorod","",6
"23.03.2015","cities","Samara","",6
"23.03.2015","cities","Naberezhnye Chelny","",5
"23.03.2015","cities","Volgograd","",5
"23.03.2015","cities","Tyumen","",5
"23.03.2015","cities","Donetsk","",4
"23.03.2015","cities","Ryazan","",4
"23.03.2015","cities","Krasnodar","",4
"23.03.2015","cities","Kirovograd","",3
"23.03.2015","cities","Rostov-on-Don","",3
"23.03.2015","cities","Bryansk","",3
"23.03.2015","cities","Yaroslavl","",3
"23.03.2015","cities","Kaluga","",3
"23.03.2015","cities","Simferopol","",3
"23.03.2015","cities","Yekaterinburg","",2
"23.03.2015","cities","Ulan-Ude","",2
"23.03.2015","cities","Kiev","",2
"23.03.2015","cities","Dnipropetrovsk","",2
"23.03.2015","cities","Chelyabinsk","",2
"23.03.2015","cities","Novy Urengoy","",2
"23.03.2015","cities","Grozny","",2
"23.03.2015","cities","Kazan","",2
"23.03.2015","cities","Berlin","",2
"23.03.2015","countries","Russia","",312
"23.03.2015","countries","Ukraine","",47
"23.03.2015","countries","Belarus","",20
"23.03.2015","countries","USA","",16
"23.03.2015","countries","Kazakhstan","",15
"23.03.2015","countries","Germany","",6
"23.03.2015","countries","Azerbaijan","",5
"23.03.2015","countries","China","",3
"23.03.2015","countries","France","",2
"23.03.2015","countries","Uzbekistan","",2
"23.03.2015","countries","Moldova","",1
"23.03.2015","countries","Armenia","",1
"23.03.2015","countries","Georgia","",1
"23.03.2015","countries","Peru","",1
"23.03.2015","countries","Czech Republic","",1
"23.03.2015","countries","Bulgaria","",1
"23.03.2015","countries","Italy","",1
"23.03.2015","countries","Ghana","",1
"23.03.2015","countries","Belgium","",1
"23.03.2015","sections","Discussion board","",56
"23.03.2015","sections","Videos","",3
"23.03.2015","sections","Photos","",13
"23.03.2015","activity","Wall posts","",11
"23.03.2015","activity","Photo comments","",76
"23.03.2015","activity","Discussion comments","",20
"23.03.2015","feedback","Like","",58
"23.03.2015","feedback","Share","",5
"23.03.2015","feedback","Comments","",108
"23.03.2015","members","New members","",18
"23.03.2015","members","Members lost","",29
"22.03.2015","views","","",1000
"22.03.2015","visitors","","",556
"22.03.2015","gender","F","",74
"22.03.2015","gender","M","",281
"22.03.2015","age","1-18","",42
"22.03.2015","age","18-21","",52
"22.03.2015","age","21-24","",44
"22.03.2015","age","24-27","",42
"22.03.2015","age","27-30","",41
"22.03.2015","age","30-35","",38
"22.03.2015","age","35-45","",31
"22.03.2015","age","45+","",24
"22.03.2015","gender_age","F","1-18",7
"22.03.2015","gender_age","F","18-21",10
"22.03.2015","gender_age","F","21-24",11
"22.03.2015","gender_age","F","24-27",12
"22.03.2015","gender_age","F","27-30",6
"22.03.2015","gender_age","F","30-35",8
"22.03.2015","gender_age","F","35-45",2
"22.03.2015","gender_age","F","45+",5
"22.03.2015","gender_age","M","1-18",35
"22.03.2015","gender_age","M","18-21",42
"22.03.2015","gender_age","M","21-24",33
"22.03.2015","gender_age","M","24-27",30
"22.03.2015","gender_age","M","27-30",35
"22.03.2015","gender_age","M","30-35",30
"22.03.2015","gender_age","M","35-45",29
"22.03.2015","gender_age","M","45+",19
"22.03.2015","cities","Moscow","",35
"22.03.2015","cities","Saint Petersburg","",9
"22.03.2015","cities","Novosibirsk","",7
"22.03.2015","cities","Rostov-on-Don","",6
"22.03.2015","cities","Kazan","",6
"22.03.2015","cities","Samara","",5
"22.03.2015","cities","Naberezhnye Chelny","",5
"22.03.2015","cities","Chelyabinsk","",5
"22.03.2015","cities","Nizhny Novgorod","",5
"22.03.2015","cities","Kemerovo","",4
"22.03.2015","cities","Krasnoyarsk","",4
"22.03.2015","cities","Almaty","",4
"22.03.2015","cities","Kharkiv","",4
"22.03.2015","cities","Bryansk","",4
"22.03.2015","cities","Astana","",3
"22.03.2015","cities","Mykolaiv","",3
"22.03.2015","cities","Belgorod","",3
"22.03.2015","cities","Ryazan","",3
"22.03.2015","cities","Perm","",3
"22.03.2015","cities","Alexandrov","",3
"22.03.2015","cities","Pskov","",2
"22.03.2015","cities","Sterlitamak","",2
"22.03.2015","cities","Tyumen","",2
"22.03.2015","cities","Kaluga","",2
"22.03.2015","cities","Tambov","",2
"22.03.2015","countries","Russia","",440
"22.03.2015","countries","Ukraine","",45
"22.03.2015","countries","USA","",16
"22.03.2015","countries","Belarus","",15
"22.03.2015","countries","Kazakhstan","",12
"22.03.2015","countries","France","",9
"22.03.2015","countries","Germany","",4
"22.03.2015","countries","Bulgaria","",3
"22.03.2015","countries","Turkey","",2
"22.03.2015","countries","Romania","",1
"22.03.2015","countries","Australia","",1
"22.03.2015","countries","Morocco","",1
"22.03.2015","countries","Latvia","",1
"22.03.2015","countries","Thailand","",1
"22.03.2015","countries","United Kingdom","",1
"22.03.2015","countries","Estonia","",1
"22.03.2015","countries","","",1
"22.03.2015","countries","Armenia","",1
"22.03.2015","countries","Moldova","",1
"22.03.2015","sections","Discussion board","",35
"22.03.2015","sections","Videos","",7
"22.03.2015","sections","Photos","",3
"22.03.2015","activity","Wall posts","",15
"22.03.2015","activity","Photo comments","",22
"22.03.2015","activity","Discussion comments","",6
"22.03.2015","feedback","Like","",57
"22.03.2015","feedback","Share","",5
"22.03.2015","feedback","Comments","",103
"22.03.2015","members","New members","",23
"22.03.2015","members","Members lost","",21
"21.03.2015","views","","",844
"21.03.2015","visitors","","",463
"21.03.2015","gender","F","",66
"21.03.2015","gender","M","",289
"21.03.2015","age","1-18","",53
"21.03.2015","age","18-21","",52
"21.03.2015","age","21-24","",51
"21.03.2015","age","24-27","",44
"21.03.2015","age","27-30","",45
"21.03.2015","age","30-35","",23
"21.03.2015","age","35-45","",34
"21.03.2015","age","45+","",28
"21.03.2015","gender_age","F","1-18",11
"21.03.2015","gender_age","F","18-21",10
"21.03.2015","gender_age","F","21-24",8
"21.03.2015","gender_age","F","24-27",7
"21.03.2015","gender_age","F","27-30",5
"21.03.2015","gender_age","F","30-35",6
"21.03.2015","gender_age","F","35-45",3
"21.03.2015","gender_age","F","45+",8
"21.03.2015","gender_age","M","1-18",42
"21.03.2015","gender_age","M","18-21",42
"21.03.2015","gender_age","M","21-24",43
"21.03.2015","gender_age","M","24-27",37
"21.03.2015","gender_age","M","27-30",40
"21.03.2015","gender_age","M","30-35",17
"21.03.2015","gender_age","M","35-45",30
"21.03.2015","gender_age","M","45+",20
"21.03.2015","cities","Moscow","",29
"21.03.2015","cities","Saint Petersburg","",13
"21.03.2015","cities","Samara","",5
"21.03.2015","cities","Yekaterinburg","",5
"21.03.2015","cities","Krasnodar","",5
"21.03.2015","cities","Volgograd","",4
"21.03.2015","cities","Komsomolsk-Na-Amure","",3
"21.03.2015","cities","Bryansk","",3
"21.03.2015","cities","Vitebsk","",3
"21.03.2015","cities","Syzran","",3
"21.03.2015","cities","Almaty","",3
"21.03.2015","cities","Kaluga","",3
"21.03.2015","cities","Arkhangelsk","",3
"21.03.2015","cities","Saratov","",3
"21.03.2015","cities","Chelyabinsk","",3
"21.03.2015","cities","Los Angeles","",3
"21.03.2015","cities","Rubtsovsk","",2
"21.03.2015","cities","Tuymazy","",2
"21.03.2015","cities","Krasnoyarsk","",2
"21.03.2015","cities","Tyumen","",2
"21.03.2015","cities","Saransk","",2
"21.03.2015","cities","Kursk","",2
"21.03.2015","cities","Lipetsk","",2
"21.03.2015","cities","Mezhdurechensk","",2
"21.03.2015","cities","Irkutsk","",2
"21.03.2015","countries","Russia","",341
"21.03.2015","countries","Ukraine","",42
"21.03.2015","countries","Kazakhstan","",22
"21.03.2015","countries","USA","",19
"21.03.2015","countries","Belarus","",14
"21.03.2015","countries","Canada","",7
"21.03.2015","countries","Romania","",2
"21.03.2015","countries","Germany","",2
"21.03.2015","countries","Ghana","",2
"21.03.2015","countries","","",2
"21.03.2015","countries","Somalia","",1
"21.03.2015","countries","Uzbekistan","",1
"21.03.2015","countries","Italy","",1
"21.03.2015","countries","Czech Republic","",1
"21.03.2015","countries","Azerbaijan","",1
"21.03.2015","countries","Georgia","",1
"21.03.2015","countries","Estonia","",1
"21.03.2015","countries","France","",1
"21.03.2015","countries","","",1
"21.03.2015","countries","Netherlands","",1
"21.03.2015","sections","Discussion board","",27
"21.03.2015","sections","Videos","",6
"21.03.2015","sections","Photos","",7
"21.03.2015","activity","Wall posts","",8
"21.03.2015","activity","Photo comments","",31
"21.03.2015","activity","Discussion comments","",3
"21.03.2015","feedback","Like","",42
"21.03.2015","feedback","Share","",7
"21.03.2015","feedback","Comments","",99
"21.03.2015","members","New members","",17
"21.03.2015","members","Members lost","",22
"20.03.2015","views","","",842
"20.03.2015","visitors","","",430
"20.03.2015","gender","F","",67
"20.03.2015","gender","M","",266
"20.03.2015","age","1-18","",41
"20.03.2015","age","18-21","",39
"20.03.2015","age","21-24","",49
"20.03.2015","age","24-27","",43
"20.03.2015","age","27-30","",42
"20.03.2015","age","30-35","",35
"20.03.2015","age","35-45","",26
"20.03.2015","age","45+","",31
"20.03.2015","gender_age","F","1-18",7
"20.03.2015","gender_age","F","18-21",8
"20.03.2015","gender_age","F","21-24",13
"20.03.2015","gender_age","F","24-27",11
"20.03.2015","gender_age","F","27-30",8
"20.03.2015","gender_age","F","30-35",4
"20.03.2015","gender_age","F","35-45",2
"20.03.2015","gender_age","F","45+",5
"20.03.2015","gender_age","M","1-18",34
"20.03.2015","gender_age","M","18-21",31
"20.03.2015","gender_age","M","21-24",36
"20.03.2015","gender_age","M","24-27",32
"20.03.2015","gender_age","M","27-30",34
"20.03.2015","gender_age","M","30-35",30
"20.03.2015","gender_age","M","35-45",24
"20.03.2015","gender_age","M","45+",26
"20.03.2015","cities","Moscow","",30
"20.03.2015","cities","Saint Petersburg","",18
"20.03.2015","cities","Nizhny Novgorod","",6
"20.03.2015","cities","Ufa","",6
"20.03.2015","cities","Bryansk","",5
"20.03.2015","cities","Perm","",4
"20.03.2015","cities","Tyumen","",4
"20.03.2015","cities","Tolyatti","",4
"20.03.2015","cities","Krasnodar","",4
"20.03.2015","cities","Irkutsk","",3
"20.03.2015","cities","Saratov","",3
"20.03.2015","cities","Nizhnekamsk","",3
"20.03.2015","cities","Kiev","",3
"20.03.2015","cities","Kirovograd","",3
"20.03.2015","cities","Kharkiv","",3
"20.03.2015","cities","Omsk","",2
"20.03.2015","cities","Krasnoyarsk","",2
"20.03.2015","cities","Mozhga","",2
"20.03.2015","cities","Novocherkassk","",2
"20.03.2015","cities","Kaluga","",2
"20.03.2015","cities","Khabarovsk","",2
"20.03.2015","cities","Saransk","",2
"20.03.2015","cities","Smolensk","",2
"20.03.2015","cities","Chelyabinsk","",2
"20.03.2015","cities","Boston","",2
"20.03.2015","countries","Russia","",313
"20.03.2015","countries","Ukraine","",43
"20.03.2015","countries","USA","",20
"20.03.2015","countries","Kazakhstan","",18
"20.03.2015","countries","Belarus","",10
"20.03.2015","countries","Germany","",6
"20.03.2015","countries","Moldova","",3
"20.03.2015","countries","Portugal","",2
"20.03.2015","countries","Netherlands","",2
"20.03.2015","countries","China","",2
"20.03.2015","countries","United Kingdom","",2
"20.03.2015","countries","Azerbaijan","",2
"20.03.2015","countries","Uzbekistan","",1
"20.03.2015","countries","Spain","",1
"20.03.2015","countries","India","",1
"20.03.2015","countries","Romania","",1
"20.03.2015","countries","United Arab Emirates","",1
"20.03.2015","countries","France","",1
"20.03.2015","countries","Bulgaria","",1
"20.03.2015","sections","Discussion board","",25
"20.03.2015","sections","Audio files","",1
"20.03.2015","sections","Videos","",5
"20.03.2015","sections","Photos","",12
"20.03.2015","activity","Wall posts","",6
"20.03.2015","activity","Photo comments","",13
"20.03.2015","activity","Discussion comments","",2
"20.03.2015","feedback","Like","",38
"20.03.2015","feedback","Share","",11
"20.03.2015","feedback","Comments","",52
"20.03.2015","members","New members","",34
"20.03.2015","members","Members lost","",22
"19.03.2015","views","","",768
"19.03.2015","visitors","","",410
"19.03.2015","gender","F","",63
"19.03.2015","gender","M","",265
"19.03.2015","age","1-18","",34
"19.03.2015","age","18-21","",49
"19.03.2015","age","21-24","",61
"19.03.2015","age","24-27","",41
"19.03.2015","age","27-30","",33
"19.03.2015","age","30-35","",26
"19.03.2015","age","35-45","",25
"19.03.2015","age","45+","",15
"19.03.2015","gender_age","F","1-18",5
"19.03.2015","gender_age","F","18-21",8
"19.03.2015","gender_age","F","21-24",16
"19.03.2015","gender_age","F","24-27",9
"19.03.2015","gender_age","F","27-30",6
"19.03.2015","gender_age","F","30-35",3
"19.03.2015","gender_age","F","35-45",1
"19.03.2015","gender_age","F","45+",4
"19.03.2015","gender_age","M","1-18",29
"19.03.2015","gender_age","M","18-21",41
"19.03.2015","gender_age","M","21-24",45
"19.03.2015","gender_age","M","24-27",32
"19.03.2015","gender_age","M","27-30",27
"19.03.2015","gender_age","M","30-35",23
"19.03.2015","gender_age","M","35-45",24
"19.03.2015","gender_age","M","45+",11
"19.03.2015","cities","Moscow","",40
"19.03.2015","cities","Saint Petersburg","",17
"19.03.2015","cities","Perm","",5
"19.03.2015","cities","Ufa","",5
"19.03.2015","cities","Kiev","",5
"19.03.2015","cities","Cheboxary","",4
"19.03.2015","cities","Kirov","",3
"19.03.2015","cities","Karaganda","",3
"19.03.2015","cities","Kemerovo","",3
"19.03.2015","cities","Bryansk","",3
"19.03.2015","cities","Novosibirsk","",3
"19.03.2015","cities","Naberezhnye Chelny","",3
"19.03.2015","cities","Voronezh","",3
"19.03.2015","cities","Kirovograd","",3
"19.03.2015","cities","Donetsk","",3
"19.03.2015","cities","Sevastopol","",3
"19.03.2015","cities","Saratov","",3
"19.03.2015","cities","Nizhnekamsk","",2
"19.03.2015","cities","Kaluga","",2
"19.03.2015","cities","Vitebsk","",2
"19.03.2015","cities","Novocherkassk","",2
"19.03.2015","cities","Abakan","",2
"19.03.2015","cities","Tula","",2
"19.03.2015","cities","Kingston","",2
"19.03.2015","cities","Mainz","",2
"19.03.2015","countries","Russia","",302
"19.03.2015","countries","Ukraine","",43
"19.03.2015","countries","Belarus","",14
"19.03.2015","countries","Kazakhstan","",10
"19.03.2015","countries","USA","",10
"19.03.2015","countries","Germany","",5
"19.03.2015","countries","Armenia","",3
"19.03.2015","countries","Azerbaijan","",3
"19.03.2015","countries","United Arab Emirates","",2
"19.03.2015","countries","Portugal","",2
"19.03.2015","countries","Canada","",2
"19.03.2015","countries","France","",2
"19.03.2015","countries","Lithuania","",2
"19.03.2015","countries","Italy","",2
"19.03.2015","countries","Spain","",1
"19.03.2015","countries","India","",1
"19.03.2015","countries","Netherlands","",1
"19.03.2015","countries","Georgia","",1
"19.03.2015","countries","Japan","",1
"19.03.2015","countries","Egypt","",1
"19.03.2015","countries","United Kingdom","",1
"19.03.2015","countries","Estonia","",1
"19.03.2015","sections","Discussion board","",31
"19.03.2015","sections","Videos","",4
"19.03.2015","sections","Photos","",10
"19.03.2015","activity","Wall posts","",9
"19.03.2015","activity","Photo comments","",12
"19.03.2015","feedback","Like","",35
"19.03.2015","feedback","Share","",8
"19.03.2015","feedback","Comments","",52
"19.03.2015","members","New members","",19
"19.03.2015","members","Members lost","",17
"18.03.2015","views","","",890
"18.03.2015","visitors","","",427
